OBJECTID,StructID,StudyCity,Occupancy,OccupancyClass,Cost,ContentCost,NumStories,Area,FoundationType,FirstFloorHt,BuildingType,Dept_in_Struc,BldgDmgPct,ContDmgPct,BldgLossUSD,ContentLossUSD,InventoryLossUSD,Total_Loss,Community,PageName,Depth_Grid,Scenario_Frequency,InvDmgPct,InventoryCostUSD,GridName
10812,17904043423000900,Tazewell,1,RES1,64260,32130,2,1240,4,2.6,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10813,17904043422900300,Tazewell,1,RES1,66600,33300,1,1265,4,3.14,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10814,17904043514200700,Tazewell,1,RES1,68070,34035,1,1392,4,3.08,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10815,17904043423100200,Tazewell,1,RES1,38940,19470,1,921,4,0.9,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10816,17904043514200500,Tazewell,1,RES1,53100,26550,1,1063,4,3.2,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10817,17904043423100300,Tazewell,1,RES1,44790,22395,1,1210,7,1.76,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10818,17904043423001000,Tazewell,1,RES1,47520,23760,1,1144,4,2.74,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10819,17904043420100100,Tazewell,1,RES2,60720,30360,1,1365,5,4.3,,0.680682,33.462513,19.336372,20320,5870,0,26190,Tazewell County,Tazewell County 5 - ACE 2%,4.980682,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10820,17904043422900200,Tazewell,1,RES1,44910,22455,1,1044,4,1.8,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10821,17904043423001200,Tazewell,1,RES1,25500,12750,1,818,5,1.89,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10822,17904043422900100,Tazewell,1,RES1,52800,26400,1,1016,5,3.24,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10823,17904043422801400,Tazewell,1,RES1,33930,16965,1,1012,7,2.06,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10824,17904043423100100,Tazewell,1,RES1,34860,17430,2,1180,4,0.75,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10825,17904043514200200,Tazewell,1,RES1,65010,32505,2,1185,4,2.36,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10826,17904043514200400,Tazewell,1,RES1,67740,33870,2,1985,4,3.15,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10827,17904043422801300,Tazewell,1,RES1,46560,23280,1,1496,7,0.75,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10828,17904043423001400,Tazewell,1,RES1,21510,10755,1,1837,4,1.69,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10829,17904043514400200,Tazewell,1,RES1,84510,42255,1,2072,4,2.14,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10830,17904043514400100,Tazewell,1,RES1,79620,39810,1,1793,4,1.35,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10831,17904043420100100,Tazewell,2,COM8,60720,60720,1,3794,2,11.1,,0.848669,7.789352,40.15741,4730,24380,0,29110,Tazewell County,Tazewell County 5 - ACE 2%,11.948669,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10832,17904043514400300,Tazewell,1,RES1,52440,26220,1,1285,4,2.53,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10833,17904043423000400,Tazewell,1,COM4,52080,52080,2,6495,7,0.65,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10834,17904043422801200,Tazewell,1,RES1,56400,28200,1,1280,7,2.3,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10835,17904043514200100,Tazewell,1,RES1,47070,23535,2,1168,4,2.6,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10836,17904043422801100,Tazewell,1,RES1,42480,21240,2,1123,4,2.41,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10837,17904043514200300,Tazewell,1,RES1,71010,35505,1,1367,4,3.36,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10838,17904043422800800,Tazewell,1,RES1,51480,25740,2,830,4,1.75,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10839,17904043422800700,Tazewell,1,RES1,34260,17130,1,890,4,1.83,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10840,17904043422801000,Tazewell,1,RES3B,72390,36195,1,2285,7,0.6,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10841,17904043422800600,Tazewell,1,RES1,50640,25320,1,1136,4,0.8,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10842,17904043422600300,Tazewell,1,RES1,6660,3330,2,967,4,1.35,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10843,17904043422800500,Tazewell,1,RES1,25590,12795,1,924,4,2.07,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10844,17904043423000300,Tazewell,1,RES1,24180,12090,1,1362,7,1.17,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10845,17904043422701200,Tazewell,1,RES1,3000,1500,1,942,5,1.17,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10846,17904043423000100,Tazewell,1,RES1,18510,9255,1,1467,7,0.74,,5.61376,56.68256,61.68256,10490,5710,0,16200,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10847,17904043422800400,Tazewell,1,RES1,61560,30780,2,1380,4,3.8,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10848,17904043513600800,Tazewell,1,RES1,53460,26730,1,717,4,3.14,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10849,17904043423000100,Tazewell,1,RES1,32520,16260,1,1467,4,1.46,,5.61376,56.68256,61.68256,10490,5710,0,16200,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10850,17904043422600200,Tazewell,1,RES1,34740,17370,1,824,4,3.3,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10851,17904043422501400,Tazewell,1,RES1,43830,21915,1,1189,4,3.43,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10852,17904043513500800,Tazewell,1,RES1,43560,21780,1,1430,5,2.92,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10853,17904043422800300,Tazewell,1,RES1,8580,4290,1,1434,4,4.05,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10854,17904043513500400,Tazewell,1,RES1,58890,29445,1,436,4,3.39,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10855,17904043513500300,Tazewell,1,RES1,69900,34950,1,2065,4,2.43,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10856,17904043422701100,Tazewell,1,RES1,27990,13995,1,938,4,2.9,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10857,17904043422701300,Tazewell,1,RES1,3810,1905,1,1202,4,1.91,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10858,17904043513600900,Tazewell,1,RES1,31980,15990,1,513,7,1.29,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10859,17904043422800200,Tazewell,1,RES1,40320,20160,1,1168,4,1.61,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10860,17904043513500700,Tazewell,1,RES1,54900,27450,1,1078,4,2.37,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10861,17904043422800100,Tazewell,1,RES1,3000,1500,2,764,7,2.03,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10862,17904043422600100,Tazewell,1,RES1,55410,27705,1,1057,5,3.24,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10863,17904043422501200,Tazewell,1,RES1,10200,5100,1,1628,5,0.98,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10864,17904043422501100,Tazewell,1,RES1,45090,22545,1,1349,4,1.09,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10865,17904043513500200,Tazewell,1,RES1,75510,37755,1,583,4,0.45,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10866,17904043422701400,Tazewell,1,RES1,9840,4920,1,1945,4,1.45,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10867,17904043513500600,Tazewell,1,RES1,33360,16680,1,1139,4,2.79,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10868,17904043422501000,Tazewell,1,RES1,13410,6705,1,1063,4,1.44,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10869,17904043513600400,Tazewell,1,RES4,13530,6765,1,2317,7,0.92,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10870,17904043422500900,Tazewell,1,RES1,17670,8835,1,1058,4,2.09,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10871,17904043422500700,Tazewell,1,RES1,34230,17115,1,1132,4,2.42,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10872,17904043513600300,Tazewell,1,RES1,24900,12450,1,1230,4,1.27,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10873,17904043513600500,Tazewell,1,RES1,56670,28335,1,1351,4,2.8,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10874,17904043513600200,Tazewell,1,RES1,58230,29115,1,1294,4,1.31,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10875,17904043513600100,Tazewell,1,RES1,65910,32955,2,1481,4,2,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10876,17904043513500100,Tazewell,1,RES1,53400,26700,2,1199,4,2.9,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10877,17904043513500200,Tazewell,1,RES1,75510,37755,1,1111,4,2.47,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10878,17904043422500600,Tazewell,1,RES1,15690,7845,1,944,7,0.2,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10879,17904043513500500,Tazewell,1,RES1,66480,33240,1,1500,4,2.7,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10880,17904043422500500,Tazewell,1,RES1,80220,40110,1,1325,4,3.11,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10881,17904043422500400,Tazewell,1,RES3B,59190,29595,1,1528,4,2.59,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10882,17904043422401000,Tazewell,1,RES1,11760,5880,1,1313,5,2.8,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10883,17904043422500300,Tazewell,1,RES1,40890,20445,1,1032,4,1.76,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10884,17904043422201600,Tazewell,1,RES1,35220,17610,2,907,4,2.09,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10885,17904043422201500,Tazewell,1,RES1,16860,8430,1,1109,4,2.59,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10886,17904043422201400,Tazewell,1,RES1,17820,8910,1,802,5,3.11,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10887,17904043422400700,Tazewell,1,RES1,37440,18720,1,2257,4,1.35,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10888,17904043512800900,Tazewell,1,RES1,39480,19740,1,1273,4,2.9,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10889,17904043422400500,Tazewell,1,RES1,11100,5550,1,581,4,0.34,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10890,17904043422201300,Tazewell,1,RES1,930,465,1,936,7,0.49,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10891,17904043422500100,Tazewell,1,RES1,27300,13650,1,747,4,5.25,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10892,17904043512800800,Tazewell,1,RES1,75960,37980,1,2522,4,2.68,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10893,17904043422400600,Tazewell,1,RES1,27540,13770,1,1370,4,1.45,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10894,17904043422201200,Tazewell,1,RES1,28230,14115,1,1405,5,1.59,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10895,17904043512801000,Tazewell,1,RES1,96240,48120,2,1915,4,2.08,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10896,17904043422201100,Tazewell,1,RES1,55710,27855,2,1264,5,2.56,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10897,17904043422201100,Tazewell,1,RES1,55710,27855,2,2147,4,3.63,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10898,17904043422400400,Tazewell,1,RES1,18930,9465,2,982,4,1.86,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10899,17904043422201700,Tazewell,1,RES1,36690,18345,1,1475,7,2.7,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10900,17904043422201000,Tazewell,1,RES1,34170,17085,2,792,4,1.73,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10901,17904043422400300,Tazewell,1,RES1,10110,5055,1,741,4,2.91,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10902,17904043512800200,Tazewell,1,RES1,72270,36135,1,1451,4,2.63,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10903,17904043422400100,Tazewell,1,RES1,48090,24045,1,1430,4,1.38,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10904,17904043422200900,Tazewell,1,RES1,35910,17955,2,875,4,3.6,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10905,17904043422201800,Tazewell,1,RES1,44070,22035,1,1139,4,2.3,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10906,17904043422100700,Tazewell,1,RES1,43830,21915,2,998,4,1.95,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10907,17904043422200300,Tazewell,1,RES1,47640,23820,1,1283,4,3.1,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10908,17904043422200100,Tazewell,1,RES1,46230,23115,1,1538,4,2.69,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10909,17904043422100900,Tazewell,1,RES1,57660,28830,2,2984,4,2.31,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10910,17904043421801000,Tazewell,1,RES1,49080,24540,1,1543,4,1.49,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10911,17904043421800200,Tazewell,1,RES1,92190,46095,1,3729,4,3.56,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10912,17904043421800100,Tazewell,1,RES1,41760,20880,1,731,4,2.52,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10913,17904043421500400,Tazewell,1,RES1,46710,23355,2,1600,4,2.71,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10914,17904043421500100,Tazewell,1,RES1,39810,19905,1,1018,4,2.15,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10915,17904042630801800,Tazewell,2,EDU1,528420,528420,1,9810,7,0.5,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10916,17904042630801700,Tazewell,2,COM4,248010,248010,1,7763,7,0.5,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10917,17904042630100100,Tazewell,3,IND4,245434,368151,1,1271,7,0.52,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,25013,DEPTH_ACE2_ILRIVER
10918,17904042630802600,Tazewell,1,RES1,229680,114840,2,2901,4,9.37,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10919,17904042630802500,Tazewell,1,RES1,172830,86415,1,2692,4,5.74,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10920,17904042630802400,Tazewell,1,RES1,144390,72195,1,2636,4,0.69,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10921,17904042630803100,Tazewell,1,RES1,180750,90375,1,2777,4,9.13,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10922,17904042630802900,Tazewell,1,RES1,149130,74565,1,2912,4,0.84,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10923,17904042630802700,Tazewell,1,RES1,201030,100515,1,2899,4,11.49,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10924,17904042642900600,Tazewell,1,RES1,500520,250260,1,3472,4,6.74,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10925,17904042643200500,Tazewell,1,RES1,211110,105555,1,2668,4,2.92,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10926,17904042642900500,Tazewell,1,RES1,249210,124605,2,3553,4,9.74,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10927,17904042630801600,Tazewell,2,COM4,404550,404550,1,7740,7,2.28,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10928,17904042630801600,Tazewell,2,COM4,404550,404550,1,10186,7,0.42,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10929,17904042630801600,Tazewell,2,COM4,404550,404550,1,8245,7,0.4,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10930,17904042630801600,Tazewell,2,COM4,404550,404550,1,4843,7,0.5,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10931,17904042643200400,Tazewell,1,RES1,214200,107100,1,3585,4,9,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10932,17904042643200300,Tazewell,1,RES1,196740,98370,1,3078,4,8.4,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10933,17904042642900300,Tazewell,1,RES1,323430,161715,2,3582,4,10.43,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10934,17904042643200200,Tazewell,1,RES1,215850,107925,1,2710,4,9.55,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10935,17904042630800900,Tazewell,2,COM4,614220,614220,1,4219,7,1.1,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10936,17904042630800900,Tazewell,2,COM4,614220,614220,1,5405,7,1.28,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10937,17904042630800900,Tazewell,2,COM4,614220,614220,1,11113,7,0.48,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10938,17904042630800900,Tazewell,2,COM4,614220,614220,1,4153,7,0.69,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10939,17904042630800900,Tazewell,2,COM4,614220,614220,1,5712,7,1.08,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10940,17904042630800900,Tazewell,2,COM4,614220,614220,1,5624,7,1.33,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
10941,17904042630800900,Tazewell,2,COM4,614220,614220,1,3880,7,1.08,,,0,0,0,0,0,0,Tazewell County,Tazewell County 5 - ACE 2%,,ACE 2,0,0,DEPTH_ACE2_ILRIVER
