OBJECTID,StructID,StudyCity,Occupancy,OccupancyClass,Cost,ContentCost,NumStories,Area,FoundationType,FirstFloorHt,BuildingType,Dept_in_Struc,BldgDmgPct,ContDmgPct,BldgLossUSD,ContentLossUSD,InventoryLossUSD,Total_Loss,Community,PageName,Depth_Grid,Scenario_Frequency,InvDmgPct,InventoryCostUSD,GridName
5227,203072330100201,Woodford,1,RES1,98994,49497,1,2720,4,0.2,1,,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5228,203072330101502,Woodford,1,RES1,133650,66825,1,2444,4,2.13,1,,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5229,203072330000302,Woodford,1,RES2,352149,176074,1,719,5,3.53,5,0.872496,39.792381,23.939913,140130,42150,0,182280,Woodford County,Woodford County 4 - ACE 0.5%,4.402496,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5230,203072330100101,Woodford,1,RES1,49941,24970,1,1738,4,1.6,1,,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5231,203072330000314,Woodford,1,RES2,352149,176074,1,1140,5,3.9,5,1.533746,54.141178,38.742416,190660,68220,0,258880,Woodford County,Woodford County 4 - ACE 0.5%,5.433746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5232,203072330000315,Woodford,1,RES2,352149,176074,1,1105,5,2.3,5,3.383746,74.918732,66.302475,263830,116740,0,380570,Woodford County,Woodford County 4 - ACE 0.5%,5.339996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5233,203072330000310,Woodford,1,RES2,352149,176074,1,1152,5,3.43,5,3.003746,73.01873,64.022476,257140,112730,0,369870,Woodford County,Woodford County 4 - ACE 0.5%,6.558746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5234,203072330000305,Woodford,1,RES2,352149,176074,1,1395,5,4.28,5,2.903746,72.03746,62.55619,253680,110140,0,363820,Woodford County,Woodford County 4 - ACE 0.5%,7.371246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5235,203072330000363,Woodford,1,RES2,352149,176074,1,1973,5,3.16,5,-0.070004,10.229959,2.789989,36020,4910,0,40930,Woodford County,Woodford County 4 - ACE 0.5%,3.089996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5236,203072330500101,Woodford,1,RES1,139893,69946,1,3582,4,1.48,1,,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5237,203072330000352,Woodford,1,RES2,352149,176074,1,1241,5,2.93,5,-0.808754,2.103709,0.573739,7410,1010,0,8420,Woodford County,Woodford County 4 - ACE 0.5%,2.121246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5238,203072330000307,Woodford,1,RES2,352149,176074,1,1587,5,2.58,5,0.166246,16.486132,6.989914,58060,12310,0,70370,Woodford County,Woodford County 4 - ACE 0.5%,2.746246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5239,203072330000348,Woodford,1,RES2,352149,176074,1,981,5,3.64,5,-0.956254,0.481209,0.131239,1700,230,0,1930,Woodford County,Woodford County 4 - ACE 0.5%,2.683746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5240,203072330000360,Woodford,1,RES1,352149,176074,1,1281,5,2.02,5,0.913746,22.137463,25.137463,77960,44260,0,122220,Woodford County,Woodford County 4 - ACE 0.5%,2.933746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5241,203072330000343,Woodford,1,RES2,352149,176074,1,1347,5,2.77,1,0.444996,25.684879,13.679913,90450,24090,0,114540,Woodford County,Woodford County 4 - ACE 0.5%,3.214996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5242,203072330000334,Woodford,1,RES2,352149,176074,1,693,5,3.45,5,-1.422504,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,2.027496,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5243,203072330000304,Woodford,1,RES2,352149,176074,1,1206,5,2.45,5,1.983746,62.691181,48.642418,220770,85650,0,306420,Woodford County,Woodford County 4 - ACE 0.5%,4.433746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5244,203072330000349,Woodford,1,RES2,352149,176074,1,1234,5,2.24,1,3.224996,74.124985,65.349976,261030,115060,0,376090,Woodford County,Woodford County 4 - ACE 0.5%,5.089996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5245,203072330000335,Woodford,1,RES1,352149,176074,1,1320,7,2.29,1,2.643746,37.149971,41.149971,130820,72450,0,203270,Woodford County,Woodford County 4 - ACE 0.5%,4.933746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5246,203072330000322,Woodford,1,RES2,352149,176074,1,923,5,3.08,5,2.416246,67.16246,55.243698,236510,97270,0,333780,Woodford County,Woodford County 4 - ACE 0.5%,5.496246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5247,203072330700302,Woodford,1,RES1,466365,233182,1,3086,4,1.74,1,,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5248,203072330000344,Woodford,1,RES2,352149,176074,1,1001,4,2.65,5,-1.153754,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,1.902496,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5249,203072330700304,Woodford,1,RES1,466365,233182,1,2977,4,2.05,1,,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5250,203072330000366,Woodford,1,RES2,352149,176074,1,610,5,2.45,5,-2.422504,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,0.089996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5251,203072330000353,Woodford,1,RES2,352149,176074,1,1169,5,3,5,-2.910004,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,0.089996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5252,203072330000317,Woodford,1,RES2,352149,176074,1,1175,5,2.97,5,-2.192504,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,0.746246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5253,203072330000340,Woodford,1,RES2,352149,176074,1,785,5,2.7,5,-1.922504,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,0.777496,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5254,203072330000325,Woodford,1,RES2,352149,176074,1,851,5,2.28,5,-1.408754,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,0.871246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5255,203072330000319,Woodford,1,RES1,352149,176074,1,1363,5,3.02,5,-1.617504,1.147489,1.529985,4040,2690,0,6730,Woodford County,Woodford County 4 - ACE 0.5%,1.402496,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5256,203071430000501,Woodford,1,RES1,187050,93525,1,2272,4,10.2,1,,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5257,203071430000901,Woodford,1,RES1,34887,17444,2,1274,4,8.7,1,,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5258,203071440303301,Woodford,1,RES1,118251,59126,1,2328,4,8.8,1,,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5259,203071440302901,Woodford,1,RES1,115026,57513,1,3078,4,9.2,1,,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5260,203071440302301,Woodford,1,RES1,183840,91920,2,3547,4,8.4,1,,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5261,203071430000301,Woodford,1,RES1,49818,24909,1,1045,4,0,1,1.283752,33.986267,19.851257,16930,4940,0,21870,Woodford County,Woodford County 4 - ACE 0.5%,1.283752,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5262,203071410001001,Woodford,1,RES1,167625,83812,2,1388,4,10.21,1,-7.269998,4,0,6700,0,0,6700,Woodford County,Woodford County 3 - ACE 0.5%,2.940002,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5263,203071410001002,Woodford,1,RES1,167625,83812,1,1242,7,0.51,1,3.492502,43.447517,47.940018,72830,40180,0,113010,Woodford County,Woodford County 3 - ACE 0.5%,4.002502,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5264,203071410000801,Woodford,1,RES1,40377,20188,1,2206,7,2.75,1,,0,0,0,0,0,0,Woodford County,Woodford County 3 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5265,203071130001401,Woodford,1,RES1,9099,4550,1,2018,4,3.25,1,-0.216248,24.486267,15.351257,2230,700,0,2930,Woodford County,Woodford County 3 - ACE 0.5%,3.033752,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5266,203071130000901,Woodford,1,RES1,128460,64230,2,1573,4,9.05,1,-8.859998,4,0,5140,0,0,5140,Woodford County,Woodford County 3 - ACE 0.5%,0.190002,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5267,203071120002801,Woodford,1,RES1,113085,56542,2,1501,4,10.99,1,,0,0,0,0,0,0,Woodford County,Woodford County 3 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5268,203071120004001,Woodford,1,RES1,175557,87778,2,1526,4,8,1,,0,0,0,0,0,0,Woodford County,Woodford County 3 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5269,203071120004101,Woodford,1,RES1,130476,65238,2,1465,4,8.55,1,,0,0,0,0,0,0,Woodford County,Woodford County 3 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5270,203071120004301,Woodford,1,RES1,107916,53958,2,1533,4,6.98,1,,0,0,0,0,0,0,Woodford County,Woodford County 3 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5271,203071120003101,Woodford,1,RES1,87960,43980,1,1712,4,9.45,1,,0,0,0,0,0,0,Woodford County,Woodford County 3 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5272,203071120004601,Woodford,1,RES1,96369,48184,1,1196,4,10.04,1,,0,0,0,0,0,0,Woodford County,Woodford County 3 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5273,203071120004801,Woodford,1,RES1,60228,30114,1,1417,7,0.2,1,5.240003,54.440014,59.440014,32790,17900,0,50690,Woodford County,Woodford County 3 - ACE 0.5%,5.440002,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5274,203071110000601,Woodford,3,IND2,3072,4608,1,8224,7,0.7,2,1.240002,10.200012,12.360034,310,570,13800,14680,Woodford County,Woodford County 3 - ACE 0.5%,1.940002,ACE 0.5,18.560047,74345,DEPTH_ACE05_ILRIVER
5275,203071120100201,Woodford,1,RES1,156333,78166,1,2966,4,2.45,1,,0,0,0,0,0,0,Woodford County,Woodford County 3 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5276,203NOPIN0201,Woodford,2,COM3,410,205,1,766,7,3.57,1,,0,0,0,0,0,0,Woodford County,Woodford County 3 - ACE 0.5%,0.245239,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5277,203070242400801,Woodford,3,IND2,29877,44816,1,3373,7,0.2,1,5.953839,29.815357,57.723034,8910,25870,20370,55150,Woodford County,Woodford County 3 - ACE 0.5%,6.153839,ACE 0.5,66.815353,30492,DEPTH_ACE05_ILRIVER
5278,203070242401001,Woodford,1,RES1,107493,53746,1,2290,4,2.68,1,,0,0,0,0,0,0,Woodford County,Woodford County 3 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5279,203070242300102,Woodford,4,AGR1,79830,79830,1,1369,7,0.2,1,2.482526,12.930102,50.237885,10320,40100,10060,60480,Woodford County,Woodford County 3 - ACE 0.5%,2.682526,ACE 0.5,62.063141,16209,DEPTH_ACE05_ILRIVER
5280,203070240201901,Woodford,1,RES1,63909,31954,1,1886,4,1.7,1,1.639844,36.478905,20.919531,23310,6680,0,29990,Woodford County,Woodford County 3 - ACE 0.5%,3.339844,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5281,203070240300701,Woodford,1,RES1,103275,51638,2,1573,4,0.44,1,3.086123,29.430614,29.344492,30390,15150,0,45540,Woodford County,Woodford County 3 - ACE 0.5%,3.526123,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5282,203070240201301,Woodford,1,RES1,64290,32145,1,1523,4,4.34,1,1.344326,34.410282,20.032978,22120,6440,0,28560,Woodford County,Woodford County 3 - ACE 0.5%,5.684326,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5283,203070230302701,Woodford,1,RES1,60498,30249,2,1801,4,9.08,1,-4.800947,4,0,2420,0,0,2420,Woodford County,Woodford County 3 - ACE 0.5%,4.279053,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5284,203070230303501,Woodford,1,RES1,79464,39732,1,1974,4,1.41,1,3.743382,50.460289,26.486763,40100,10520,0,50620,Woodford County,Woodford County 3 - ACE 0.5%,5.153381,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5285,203070242300101,Woodford,1,RES1,79830,39915,1,2070,7,2.08,1,-0.648024,6.519764,8.223717,5200,3280,0,8480,Woodford County,Woodford County 3 - ACE 0.5%,1.431976,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5286,203070230302501,Woodford,1,RES1,59433,29716,2,1430,4,8.3,1,-3.333173,4,3.334136,2380,990,0,3370,Woodford County,Woodford County 3 - ACE 0.5%,4.966827,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5287,203070240202101,Woodford,1,RES1,118617,59308,1,3475,4,2.33,1,-1.053083,18.734583,12.893833,22220,7650,0,29870,Woodford County,Woodford County 3 - ACE 0.5%,1.276917,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5288,203070230302201,Woodford,1,RES1,74148,37074,1,1619,4,2.11,1,1.794663,37.562641,21.383989,27850,7930,0,35780,Woodford County,Woodford County 3 - ACE 0.5%,3.904663,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5289,203070230302401,Woodford,1,RES1,52629,26314,2,2778,4,8.7,1,-4.20177,4,0,2100,0,0,2100,Woodford County,Woodford County 3 - ACE 0.5%,5.716919,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5290,203070242100501,Woodford,1,RES1,61251,30626,1,2599,4,2.3,1,-0.837201,20.139593,13.488398,12340,4130,0,16470,Woodford County,Woodford County 3 - ACE 0.5%,1.462799,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5291,203070242100301,Woodford,1,RES1,30657,15328,1,807,5,3.31,1,,0,0,0,0,0,0,Woodford County,Woodford County 3 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5292,203070240300901,Woodford,1,RES1,42273,21136,1,1373,4,1.5,1,1.463196,35.242371,20.389587,14900,4310,0,19210,Woodford County,Woodford County 3 - ACE 0.5%,3.275696,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5293,203070240301002,Woodford,1,RES1,61554,30777,1,2307,7,0.4,1,4.219812,48.318871,53.318871,29740,16410,0,46150,Woodford County,Woodford County 3 - ACE 0.5%,4.619812,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5294,203070240300801,Woodford,1,RES1,39978,19989,1,1368,4,1.56,1,1.809415,37.665909,21.428246,15060,4280,0,19340,Woodford County,Woodford County 3 - ACE 0.5%,3.369415,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5295,203070240202301,Woodford,1,RES1,82977,41488,1,2448,4,1.5,1,1.963959,38.747711,21.891876,32150,9080,0,41230,Woodford County,Woodford County 3 - ACE 0.5%,4.088898,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5296,203070242100601,Woodford,1,RES1,50982,25491,1,1440,4,2.5,1,,0,0,0,0,0,0,Woodford County,Woodford County 3 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5297,203070242100801,Woodford,1,RES1,16632,8316,1,1113,7,1.14,1,1.416458,26.748117,30.164576,4450,2510,0,6960,Woodford County,Woodford County 3 - ACE 0.5%,2.556458,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5298,203070240300201,Woodford,1,RES1,58926,29463,1,1254,4,2.59,1,0.810604,30.863626,18.431812,18190,5430,0,23620,Woodford County,Woodford County 3 - ACE 0.5%,3.400604,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5299,203070240300101,Woodford,1,RES1,54462,27231,1,1428,4,0.92,1,4.199385,53.395695,27.598154,29080,7520,0,36600,Woodford County,Woodford County 3 - ACE 0.5%,5.119385,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5300,203070242100101,Woodford,1,RES1,119382,59691,1,2122,4,1.5,1,0.181061,27.086365,16.543182,32340,9880,0,42220,Woodford County,Woodford County 3 - ACE 0.5%,1.493469,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5301,203070242000901,Woodford,1,RES3A,81147,40574,1,3573,4,4.8,1,-3.618634,0,2.288195,0,930,0,930,Woodford County,Woodford County 3 - ACE 0.5%,2.931305,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5302,203070242000701,Woodford,1,RES1,72681,36340,1,1855,4,4.5,1,-0.943604,19.394775,13.169189,14100,4790,0,18890,Woodford County,Woodford County 3 - ACE 0.5%,3.556396,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5303,203070241700901,Woodford,1,RES1,104778,52389,1,1256,4,2.94,1,-1.071958,18.640209,12.856084,19530,6740,0,26270,Woodford County,Woodford County 3 - ACE 0.5%,1.868042,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5304,203070240101601,Woodford,1,RES1,125073,62536,1,3365,4,1.7,1,2.451092,42.157646,23.353277,52730,14600,0,67330,Woodford County,Woodford County 3 - ACE 0.5%,4.151093,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5305,203070241700302,Woodford,1,RES1,104118,52059,1,3881,4,7.48,1,,0,0,0,0,0,0,Woodford County,Woodford County 3 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5306,203070242000401,Woodford,1,RES1,22740,11370,1,990,4,1.52,1,2.880116,45.160812,24.640348,10270,2800,0,13070,Woodford County,Woodford County 3 - ACE 0.5%,4.400116,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5307,203070241700802,Woodford,1,RES1,56637,28318,2,2163,4,2.1,1,0.049201,19.0984,16.0984,10820,4560,0,15380,Woodford County,Woodford County 3 - ACE 0.5%,2.1492,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5308,203070242000501,Woodford,1,RES1,38661,19330,1,1068,4,0.83,1,3.288774,47.732647,25.577549,18450,4940,0,23390,Woodford County,Woodford County 3 - ACE 0.5%,4.118774,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5309,203070242000201,Woodford,1,RES1,30474,15237,1,1267,4,1.2,1,4.012158,52.085106,27.036474,15870,4120,0,19990,Woodford County,Woodford County 3 - ACE 0.5%,5.212158,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5310,203070241700202,Woodford,1,RES1,84078,42039,1,1466,4,0.2,1,0.042493,26.254955,16.127478,22080,6780,0,28860,Woodford County,Woodford County 3 - ACE 0.5%,0.242493,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5311,203070241601101,Woodford,4,AGR1,25398,25398,1,2283,7,0.2,1,4.824323,23.945934,65.824326,6080,16720,27030,49830,Woodford County,Woodford County 3 - ACE 0.5%,5.118011,ACE 0.5,100,27031,DEPTH_ACE05_ILRIVER
5312,203070242000102,Woodford,1,RES1,67149,33574,1,1629,4,0.51,1,3.577158,49.462948,26.154316,33210,8780,0,41990,Woodford County,Woodford County 3 - ACE 0.5%,3.899597,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5313,203070241601102,Woodford,1,RES1,25398,12699,1,1374,4,8.7,1,-2.550799,6.288809,4.941207,1600,630,0,2230,Woodford County,Woodford County 3 - ACE 0.5%,6.1492,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5314,203070241601201,Woodford,1,RES1,28392,14196,1,463,4,2.67,1,3.072798,46.436787,25.145596,13180,3570,0,16750,Woodford County,Woodford County 3 - ACE 0.5%,5.742798,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5315,203070241700501,Woodford,1,RES1,58896,29448,2,1304,4,2.21,1,0.563743,20.127485,17.127485,11850,5040,0,16890,Woodford County,Woodford County 3 - ACE 0.5%,2.773743,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5316,203070241601001,Woodford,1,RES1,49884,24942,1,1977,4,2.15,1,0.748743,30.492455,18.246227,15210,4550,0,19760,Woodford County,Woodford County 3 - ACE 0.5%,2.898743,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5317,203070241400301,Woodford,1,RES1,55107,27554,2,1149,4,0.2,1,,0,0,0,0,0,0,Woodford County,Woodford County 3 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5318,203070241400201,Woodford,1,RES1,50643,25322,1,1113,4,3.48,1,,0,0,0,0,0,0,Woodford County,Woodford County 3 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5319,203070241301102,Woodford,1,RES1,31845,15922,2,1080,4,2.12,1,0.403743,19.807486,16.807486,6310,2680,0,8990,Woodford County,Woodford County 3 - ACE 0.5%,2.523743,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5320,203070241600201,Woodford,1,RES1,44502,22251,1,1174,7,1.64,1,4.289993,48.739956,53.739956,21690,11960,0,33650,Woodford County,Woodford County 3 - ACE 0.5%,6.117493,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5321,203070241400901,Woodford,1,RES1,52419,26210,1,1414,7,3.06,1,-2.692507,0,0,0,0,0,0,Woodford County,Woodford County 3 - ACE 0.5%,0.367493,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5322,203070241300901,Woodford,1,RES1,33741,16870,1,1456,5,1.96,1,1.251243,25.261185,28.512426,8520,4810,0,13330,Woodford County,Woodford County 3 - ACE 0.5%,3.211243,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5323,203070241300801,Woodford,1,RES1,66771,33386,2,1342,4,2.77,1,2.441243,27.323729,26.764971,18240,8940,0,27180,Woodford County,Woodford County 3 - ACE 0.5%,5.211243,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5324,203070241400802,Woodford,1,RES1,34392,17196,1,1813,4,1.11,1,1.851243,37.958698,21.553728,13060,3710,0,16770,Woodford County,Woodford County 3 - ACE 0.5%,2.961243,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5325,203070241200401,Woodford,1,RES1,50124,25062,2,1698,4,2.12,1,,0,0,0,0,0,0,Woodford County,Woodford County 3 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5326,203070241301402,Woodford,1,RES1,62328,31164,1,1539,4,4.22,1,-0.290007,23.96995,15.129979,14940,4720,0,19660,Woodford County,Woodford County 3 - ACE 0.5%,3.929993,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5327,203070241300301,Woodford,1,RES1,45111,22556,2,1196,4,1.63,1,2.206243,26.618729,25.82497,12010,5820,0,17830,Woodford County,Woodford County 3 - ACE 0.5%,4.336243,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5328,203070241300201,Woodford,1,RES1,23778,11889,1,1625,4,2.72,1,2.084993,39.594948,22.254978,9420,2650,0,12070,Woodford County,Woodford County 3 - ACE 0.5%,4.804993,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5329,203070241101302,Woodford,1,RES1,44346,22173,1,1724,4,0.59,1,3.152493,46.914955,25.304985,20800,5610,0,26410,Woodford County,Woodford County 3 - ACE 0.5%,3.742493,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5330,203070241200101,Woodford,1,RES1,36339,18170,1,930,7,0.3,1,-0.276257,10.237427,12.684912,3720,2300,0,6020,Woodford County,Woodford County 3 - ACE 0.5%,0.586243,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5331,203070241300102,Woodford,1,RES1,34992,17496,2,2302,4,0.72,1,5.522492,41.612465,39.612465,14560,6930,0,21490,Woodford County,Woodford County 3 - ACE 0.5%,6.242493,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5332,203070240701001,Woodford,4,AGR1,22668,22668,1,3188,7,0.2,1,7.761243,39.567455,69.28373,8970,15700,37750,62420,Woodford County,Woodford County 3 - ACE 0.5%,7.961243,ACE 0.5,100,37746,DEPTH_ACE05_ILRIVER
5333,203070240900701,Woodford,1,RES1,137340,68670,1,4057,4,3.63,1,-2.700007,4.199896,3.299918,5770,2270,0,8040,Woodford County,Woodford County 3 - ACE 0.5%,0.929993,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5334,203070240900602,Woodford,1,RES1,22266,11133,1,1048,4,2.56,1,0.182493,27.094957,16.547478,6030,1840,0,7870,Woodford County,Woodford County 3 - ACE 0.5%,2.742493,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5335,203070240900301,Woodford,1,RES1,43005,21502,1,1347,4,5.4,1,-5.345007,0,0,0,0,0,0,Woodford County,Woodford County 3 - ACE 0.5%,0.054993,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5336,203070240801301,Woodford,1,RES1,64611,32306,1,1266,4,4.7,1,,0,0,0,0,0,0,Woodford County,Woodford County 3 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5337,203070240801001,Woodford,1,RES1,15984,7992,1,1009,5,7.9,1,,0,0,0,0,0,0,Woodford County,Woodford County 3 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5338,203070240800601,Woodford,4,AGR1,4749,4749,1,5016,7,-9.8,1,13.35499,71.774963,77,3410,3660,59390,66460,Woodford County,Woodford County 3 - ACE 0.5%,3.554993,ACE 0.5,100,59389,DEPTH_ACE05_ILRIVER
5339,203070130600501,Woodford,1,RES1,50733,25366,1,1597,5,3.75,1,,0,0,0,0,0,0,Woodford County,Woodford County 3 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5340,203070130600902,Woodford,1,RES2,32184,16092,1,1376,5,3.7,5,-3.270007,0,0,0,0,0,0,Woodford County,Woodford County 3 - ACE 0.5%,0.429993,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5341,203070130600601,Woodford,1,RES2,10026,5013,1,1139,5,4.92,5,-0.302507,7.672419,2.092478,770,100,0,870,Woodford County,Woodford County 3 - ACE 0.5%,4.617493,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5342,203070130600401,Woodford,1,RES2,9723,4862,1,989,7,3.07,5,,0,0,0,0,0,0,Woodford County,Woodford County 3 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
