OBJECTID_1 *,StructID,StudyCity,Occupancy,OccupancyClass,Cost,ContentCost,NumStories,Area,FoundationType,FirstFloorHt,BuildingType,InventoryCostUSD,Community,PageName,Scenario_Frequency,Dept_in_Struc,BldgDmgPct,ContDmgPct,BldgLossUSD,ContentLossUSD,InventoryLossUSD,Total_Loss,Depth_Grid,InvDmgPct,GridName
947,17901013230702700,East Peoria,1,RES1,48150,48150,1,1635,4,2.08,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,230,110,0,340,,,
948,17901013211800200,East Peoria,1,RES1,53400,26700,2,1061,4,3.41,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,200,100,0,300,,,
949,17901013230402700,East Peoria,1,RES1,41490,41490,1,1122,4,1.65,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,200,100,0,300,,,
950,17901013230601100,East Peoria,1,RES1,13319,13320,1,430,7,0.18,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,70,60,0,130,,,
951,17901013230500700,East Peoria,1,RES1,23130,23130,1,806,4,2.92,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,110,50,0,160,,,
952,17901013230100300,East Peoria,1,RES1,59640,59640,1,2349,4,3.15,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,290,140,0,430,,,
953,17901013230702800,East Peoria,1,RES1,11520,11520,1,1496,4,2.65,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,60,30,0,90,,,
954,17901013211701900,East Peoria,1,RES1,54120,54120,1,1410,4,2.12,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,260,130,0,390,,,
955,17901013220401500,East Peoria,2,COM1,58410,58411,1,1973,7,1.69,4,13594,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,80,290,70,440,,,
956,17901013210901800,East Peoria,1,RES1,6990,6990,2,1200,4,5.7,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,20,20,0,40,,,
957,17901013330700700,East Peoria,1,RES1,12660,12660,1,749,7,0.63875,1,0,East Peoria,East Peoria 4 - Average Annual,Avg Ann,,,,0,0,0,0,,,
958,17901013230500900,East Peoria,1,RES1,30420,30420,1,1312,4,2.9,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,150,70,0,220,,,
959,17901013211500400,East Peoria,1,RES1,20750,20750,1,1086,4,1.27,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,100,50,0,150,,,
960,17901013220403900,East Peoria,2,COM1,185855,185856,1,8519,7,0.58,1,58696,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,300,950,320,1570,,,
961,17901013211401300,East Peoria,1,RES1,18900,18900,1,671,4,2.15,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,90,40,0,130,,,
962,17901013210902000,East Peoria,1,RES1,19080,19080,1,1222,4,2.97,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,90,40,0,130,,,
963,17901012920102300,East Peoria,2,COM8,471450,471451,1,7889,7,0.88,1,0,East Peoria,East Peoria 1 - Average Annual,Avg Ann,,,,20,230,0,250,,,
964,17901013140400100,East Peoria,3,IND2,913248,913250,1,7248,7,2.45,1,65522,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,3100,4380,330,7810,,,
965,17901013211402000,East Peoria,1,RES1,43140,43140,1,691,4,2.17,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,210,100,0,310,,,
966,17901013230201200,East Peoria,1,RES1,50220,50220,1,1446,4,2.92,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,240,120,0,360,,,
967,17901012940500200,East Peoria,3,IND4,335593,335594,1,1771,7,0.5,1,34853,East Peoria,East Peoria 2 - Average Annual,Avg Ann,,,,280,520,80,880,,,
968,17901013140101500,East Peoria,3,IND2,9630,9632,1,3693,7,0.6,1,33385,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,40,50,170,260,,,
969,17901013230702600,East Peoria,1,RES1,8340,8340,2,1444,4,3.3,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,30,30,0,60,,,
970,17901013230700700,East Peoria,1,RES1,37620,37620,2,1535,4,2.33,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,150,140,0,290,,,
971,17901013230600800,East Peoria,1,RES1,13103,13104,1,740,4,2.89,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,60,30,0,90,,,
972,17901013230301200,East Peoria,1,RES1,51188,51188,2,1274,4,3.48,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,190,180,0,370,,,
973,17901013211401100,East Peoria,1,RES1,19860,19860,1,804,4,0.74,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,100,50,0,150,,,
974,17901013310001000,East Peoria,3,IND2,360870,360872,1,44227,7,3.71,1,399812,East Peoria,East Peoria 4 - Average Annual,Avg Ann,,,,0,0,0,0,,,
975,17901012840000900,East Peoria,2,COM8,3019542,3019543,2,65000,7,1.14,1,0,East Peoria,East Peoria 2 - Average Annual,Avg Ann,,,,1720,8610,0,10330,,,
976,17901012940600600,East Peoria,2,COM1,930240,930241,1,24844,7,0.27,3,171175,East Peoria,East Peoria 2 - Average Annual,Avg Ann,,,,0,0,0,0,,,
977,17901013230200100,East Peoria,1,RES1,33664,33664,2,690,4,0.55,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,150,120,0,270,,,
978,17901013211601400,East Peoria,1,RES1,8836,8836,1,687,4,3.13,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,40,20,0,60,,,
979,17901013211601700,East Peoria,1,RES1,53460,53460,1,1001,4,2.83,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,260,130,0,390,,,
980,17901013230201000,East Peoria,1,RES1,28740,28740,2,1008,4,3.87,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,110,100,0,210,,,
981,17901013211801100,East Peoria,1,RES1,28093,28094,1,1081,4,3.18,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,140,70,0,210,,,
982,17901013211600200,East Peoria,1,RES1,28680,28680,1,994,4,3.22,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,140,70,0,210,,,
983,17901013310002600,East Peoria,2,COM1,72163,72164,1,1194,7,0.98,1,8227,East Peoria,East Peoria 4 - Average Annual,Avg Ann,,,,0,0,0,0,,,
984,17901012940601200,East Peoria,2,COM8,2275710,2275711,1,8780,7,0.5,1,0,East Peoria,East Peoria 2 - Average Annual,Avg Ann,,,,0,0,0,0,,,
985,17901013230703300,East Peoria,1,RES1,6849,6850,1,903,4,0.2,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,30,20,0,50,,,
986,17901013230702100,East Peoria,1,RES1,54720,54720,1,1545,4,3.49,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,270,130,0,400,,,
987,17901013240000600,East Peoria,1,RES1,47610,47610,1,1185,7,2.3,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,220,230,0,450,,,
988,17901013230501500,East Peoria,1,RES1,37171,37172,1,1026,4,3.93,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,180,90,0,270,,,
989,17901013211600800,East Peoria,1,RES1,30030,30030,1,680,4,2.72,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,150,70,0,220,,,
990,17901013240300300,East Peoria,2,COM4,54549,54550,1,13191,7,0.51,1,0,East Peoria,East Peoria 4 - Average Annual,Avg Ann,,,,0,0,0,0,,,
991,17901013240103300,East Peoria,1,RES1,30900,30900,2,1496,4,1.66,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,120,110,0,230,,,
992,17901013330201400,East Peoria,1,RES3D,795390,795390,3,6492,4,0.39,1,0,East Peoria,East Peoria 4 - Average Annual,Avg Ann,,,,0,0,0,0,,,
993,17901013310700500,East Peoria,1,RES4,2897550,2897550,4,15687,4,0.21,1,0,East Peoria,East Peoria 4 - Average Annual,Avg Ann,,,,420,1540,0,1960,,,
994,17901012920102600,East Peoria,2,COM8,272111,272112,1,3249,7,0.65,4,0,East Peoria,East Peoria 1 - Average Annual,Avg Ann,,,,10,90,0,100,,,
995,17901013230100800,East Peoria,1,RES1,43320,43320,1,1454,4,2.77,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,210,100,0,310,,,
996,17901013230701800,East Peoria,1,RES1,33991,33992,1,1084,4,2.62,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,170,80,0,250,,,
997,17901013320000300,East Peoria,3,IND2,354491,354492,1,5078,7,0.28,1,45905,East Peoria,East Peoria 4 - Average Annual,Avg Ann,,,,200,230,50,480,,,
998,17901013230501800,East Peoria,1,RES1,11910,5955,1,1216,4,0.85,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,60,10,0,70,,,
999,17901013230400100,East Peoria,1,RES1,18722,18722,1,810,4,2,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,90,40,0,130,,,
1000,17901013230101200,East Peoria,1,RES1,24930,24930,1,651,4,2.3,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,120,60,0,180,,,
1001,17901013210401100,East Peoria,1,RES1,13890,13890,1,772,5,2,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,70,70,0,140,,,
1002,17901013230601900,East Peoria,1,RES1,37470,18735,1,1057,4,2.36,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,180,40,0,220,,,
1003,17901013230301400,East Peoria,1,RES1,20729,20730,1,615,7,1.35,1,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,100,100,0,200,,,
1004,17901012920101800,East Peoria,2,COM1,26352720,26352721,2,117871,7,0.95,1,812131,East Peoria,East Peoria 1 - Average Annual,Avg Ann,,,,800,1600,100,2500,,,
1005,17901013330300500,East Peoria,1,RES1,53220,53220,2,1124,4,2.79,1,0,East Peoria,East Peoria 4 - Average Annual,Avg Ann,,,,0,0,0,0,,,
1006,17901013310201200,East Peoria,2,COM8,607710,607711,1,4930,7,0.5,1,0,East Peoria,East Peoria 4 - Average Annual,Avg Ann,,,,30,330,0,360,,,
1007,17901013140400200,East Peoria,3,IND2,981,1472,1,241,7,0.8,4,2179,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,0,10,10,20,,,
1008,17901013210300400,East Peoria,3,IND2,28908,43362,2,4281,7,0.15,4,38700,East Peoria,East Peoria 1 - Average Annual,Avg Ann,,,,70,180,180,430,,,
1009,17901013120000100,East Peoria,3,IND2,3884,5826,1,729,7,0.66,4,6590,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,10,20,30,60,,,
1010,17901013120000100,East Peoria,3,IND2,2883,4324,1,541,7,0.67,4,4891,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,10,20,20,50,,,
1011,17901013120000100,East Peoria,2,COM4,31863,31863,1,5980,7,0.3,4,0,East Peoria,East Peoria 1 - Average Annual,Avg Ann,,,,90,110,0,200,,,
1012,17901013140400200,East Peoria,3,IND1,5049941,7574912,2,1240532,7,0.21,4,44224966,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,16960,33620,185740,236320,,,
1013,17901013140400200,East Peoria,3,IND2,108263,162394,2,26595,7,0.57,3,240419,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,370,780,1210,2360,,,
1014,17901013120400100,East Peoria,3,IND2,159090,238635,2,33442,7,0.2,4,302316,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,590,1160,1520,3270,,,
1015,17901012930100100,East Peoria,6,GOV2,432194,648291,1,1447,1,0.17,3,0,East Peoria,East Peoria 1 - Average Annual,Avg Ann,,,,0,0,0,0,,,
1016,17901013120000100,East Peoria,3,IND1,3426317,5139476,3,643047,7,1.4,2,22924626,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,7870,19270,90060,117200,,,
1017,17901012940300100,East Peoria,3,IND2,30518,45777,1,404,7,4.47,2,3652,East Peoria,East Peoria 1 - Average Annual,Avg Ann,,,,60,180,20,260,,,
1018,17901013140400200,East Peoria,3,IND2,21933,32900,2,5388,7,0.31,3,48708,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,80,160,250,490,,,
1019,17901013210300400,East Peoria,3,IND1,5936202,8904303,2,879088,7,0.2,2,31339487,East Peoria,East Peoria 1 - Average Annual,Avg Ann,,,,15210,34320,124100,173630,,,
1020,17901012930200300,East Peoria,3,IND1,93654,140481,1,15713,7,0.21,3,560168,East Peoria,East Peoria 1 - Average Annual,Avg Ann,,,,250,550,2220,3020,,,
1021,17901012930200300,East Peoria,3,IND2,8744,13116,1,1467,7,0.87,4,13262,East Peoria,East Peoria 1 - Average Annual,Avg Ann,,,,20,60,60,140,,,
1022,17901012940300100,East Peoria,2,COM4,7347142,7347142,5,97263,7,0.56,3,0,East Peoria,East Peoria 1 - Average Annual,Avg Ann,,,,18180,24320,0,42500,,,
1023,17901012930200300,East Peoria,2,COM4,1975675,1975675,3,331474,7,0.73,3,0,East Peoria,East Peoria 1 - Average Annual,Avg Ann,,,,5930,7120,0,13050,,,
1024,17901013140400200,East Peoria,3,IND2,3497,5246,1,859,7,0.23,2,7765,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,10,30,40,80,,,
1025,17901013140400200,East Peoria,3,IND1,1758295,2637442,4,431930,7,0.74,3,15398304,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,5850,11620,64670,82140,,,
1026,17901013210200100,East Peoria,3,IND2,820033,1230050,2,2984,7,1,3,26975,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,2360,5680,130,8170,,,
1027,17901012930200300,East Peoria,3,IND1,2416497,3624746,2,405434,7,0.18,2,14453722,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,6050,13900,57240,77190,,,
1028,17901013120000100,East Peoria,3,IND1,242393,363590,4,45492,7,0.4,3,1621790,East Peoria,East Peoria 1 - Average Annual,Avg Ann,,,,600,1390,6420,8410,,,
1029,17901013210200100,East Peoria,3,IND2,3622547,5433820,1,13182,7,0.11,4,119165,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,9350,23800,550,33700,,,
1030,17901013140400200,East Peoria,3,IND2,4071,6106,1,1000,7,0.65,4,9040,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,10,30,50,90,,,
1031,17901013310201500,East Peoria,2,COM8,302130,302130,1,2100,7,0.53,3,0,East Peoria,East Peoria 4 - Average Annual,Avg Ann,,,,210,1090,0,1300,,,
1032,17901013220405500,East Peoria,2,COM1,212249,212249,1,3700,7,0.34,3,25493,East Peoria,East Peoria 4 - Average Annual,Avg Ann,,,,420,1120,140,1680,,,
1033,17901013310201400,East Peoria,2,COM1,1653450,1653450,1,2000,7,0.49,3,13780,East Peoria,East Peoria 4 - Average Annual,Avg Ann,,,,1610,5680,50,7340,,,
1034,17901013220405500,East Peoria,2,COM1,8776771,8776771,1,153000,7,0.24,2,1054170,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,20640,47030,6010,73680,,,
1035,17901013220600200,East Peoria,2,COM8,858480,858480,1,4500,7,0.8,4,0,East Peoria,East Peoria 4 - Average Annual,Avg Ann,,,,1000,4200,0,5200,,,
1036,17901013220600300,East Peoria,2,COM1,2019990,2019990,1,10000,7,0.22,3,68900,East Peoria,East Peoria 4 - Average Annual,Avg Ann,,,,1960,6940,270,9170,,,
1037,17901013220600400,East Peoria,2,COM5,648360,648360,1,7200,7,0.75,4,0,East Peoria,East Peoria 4 - Average Annual,Avg Ann,,,,560,3890,0,4450,,,
1038,17901013220501500,East Peoria,2,COM8,458130,458130,1,2700,7,0.55,2,0,East Peoria,East Peoria 4 - Average Annual,Avg Ann,,,,390,2020,0,2410,,,
1039,17901013220501600,East Peoria,2,COM1,6724390,6724390,1,12500,7,0.68,2,86125,East Peoria,East Peoria 4 - Average Annual,Avg Ann,,,,9320,33510,470,43300,,,
1040,17901013220501600,East Peoria,2,COM1,3765658,3765658,1,7000,7,0.42,4,48230,East Peoria,East Peoria 4 - Average Annual,Avg Ann,,,,3940,14580,210,18730,,,
1041,17901013220501700,East Peoria,2,COM8,580740,580740,1,4200,7,0.5,4,0,East Peoria,East Peoria 4 - Average Annual,Avg Ann,,,,830,2930,0,3760,,,
1042,17901013220405700,East Peoria,2,COM7,1760094,2640141,1,6000,7,0.3,4,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,2250,12030,0,14280,,,
1043,17901013220501600,East Peoria,2,COM1,9683122,9683122,1,18000,7,0.62,4,124020,East Peoria,East Peoria 4 - Average Annual,Avg Ann,,,,14630,49070,680,64380,,,
1044,17901013220700200,East Peoria,7,EDU1,8362153,8362153,3,33500,7,0.5,4,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,6020,35620,0,41640,,,
1045,17901013220501000,East Peoria,2,COM1,6309180,6309180,1,15000,7,0.35,4,103350,East Peoria,East Peoria 4 - Average Annual,Avg Ann,,,,8710,31420,560,40690,,,
1046,17901013220500900,East Peoria,2,COM8,1117061,1117061,1,4100,7,0.45,4,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,1210,5360,0,6570,,,
1047,17901013220101000,East Peoria,2,COM1,434901,434901,1,3100,7,0.47,2,21359,East Peoria,East Peoria 4 - Average Annual,Avg Ann,,,,4090,13120,740,17950,,,
1048,17901013220900100,East Peoria,1,RES4,12150300,6075150,6,39500,4,0.63,3,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,3930,7770,0,11700,,,
1049,17901013220002700,East Peoria,2,COM5,8463810,8463810,3,30000,4,0.6,4,0,East Peoria,East Peoria 3 - Average Annual,Avg Ann,,,,7710,50780,0,58490,,,
1050,17901013220002800,East Peoria,2,COM1,934620,934620,2,19400,7,0.27,4,133666,East Peoria,East Peoria 4 - Average Annual,Avg Ann,,,,1350,4690,730,6770,,,
1051,17901012920300500,East Peoria,2,COM8,521070,521071,1,6558,7,0.22,1,0,East Peoria,East Peoria 2 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1052,17901013220500800,East Peoria,2,COM1,6262020,6262021,1,669,7,0.29,1,4609,East Peoria,East Peoria 4 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1053,17901012940103300,East Peoria,2,COM1,131820,131821,1,2228,7,0.15,4,15351,East Peoria,East Peoria 1 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1054,17901013230101100,East Peoria,1,RES1,27450,27450,1,637,4,2.35,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1055,17901013211401500,East Peoria,2,COM3,248970,248971,1,4888,7,0.46,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1056,17901013230701800,East Peoria,1,RES1,25430,25430,2,811,4,3.5,4,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1057,17901013211801900,East Peoria,1,RES1,42540,42540,1,1205,4,2.97,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1058,17901013211801300,East Peoria,1,RES1,16708,16708,1,775,4,0.75,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1059,17901013230400600,East Peoria,1,RES1,46440,46440,1,1141,4,3.4,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1060,17901013230400500,East Peoria,1,RES1,45420,45420,2,1197,4,3.37,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1061,17901013230000900,East Peoria,1,RES1,33810,33810,2,1001,4,1.5,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1062,17901013211602900,East Peoria,1,RES1,70380,70380,1,1723,4,2,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1063,17901013230300100,East Peoria,1,RES1,28740,28740,2,1026,4,3.29,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1064,17901013230301300,East Peoria,1,RES1,11805,11806,1,798,4,2.27,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1065,17901013220301600,East Peoria,1,RES1,44310,44310,1,1348,7,2.36,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1066,17901012920102400,East Peoria,2,COM1,4153740,4153741,1,211974,7,0.73,1,1460501,East Peoria,East Peoria 2 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1067,17901013230501200,East Peoria,1,RES1,24840,24840,1,641,4,1.39,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1068,17901013230500800,East Peoria,1,RES1,23985,23986,1,831,4,2.15,4,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1069,17901013211500200,East Peoria,1,RES1,23160,23160,1,1112,4,2.19,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1070,17901013211400100,East Peoria,2,COM3,8520,8521,1,1986,7,0.42,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1071,17901012940501000,East Peoria,2,COM1,162360,162361,1,10376,7,0.49,4,71491,East Peoria,East Peoria 2 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1072,17901012940103200,East Peoria,2,COM8,684540,684541,1,17429,7,0.86,4,0,East Peoria,East Peoria 1 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1073,17901013211600600,East Peoria,1,RES1,41970,41970,1,905,4,2.9,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1074,17901013230602600,East Peoria,1,RES1,37830,37830,1,1442,4,1.5,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1075,17901013211100500,East Peoria,2,COM1,379814,379815,1,12256,7,0.74,1,84444,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1076,17901013210600100,East Peoria,1,RES1,21330,21330,1,1204,4,2.79,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1077,17901012830000900,East Peoria,3,IND2,1948111,1948112,1,135994,7,3.92,1,1229386,East Peoria,East Peoria 2 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1078,17901012940600400,East Peoria,2,COM1,600090,600091,1,16776,7,0.51,2,115587,East Peoria,East Peoria 2 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1079,17901013320000400,East Peoria,2,COM2,511140,511141,1,20936,7,4,1,161207,East Peoria,East Peoria 4 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1080,17901012840001000,East Peoria,1,RES4,5913420,5913420,4,17515,7,0.4,1,0,East Peoria,East Peoria 2 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1081,17901013230401700,East Peoria,1,RES1,44400,22200,1,1177,4,4.12,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1082,17901013230600400,East Peoria,1,RES1,29118,29118,2,1409,4,3.41,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1083,17901013211502100,East Peoria,2,COM3,40440,40441,1,1871,7,0.17875,4,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1084,17901013211702800,East Peoria,2,COM3,64410,64411,1,8188,7,0.4,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1085,17901013240102300,East Peoria,1,RES1,36090,36090,2,1336,4,1.91,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1086,17901013230701400,East Peoria,1,RES1,54692,54692,2,1335,4,2.65,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1087,17901012920102600,East Peoria,2,COM1,1076719,1076720,1,12856,7,0.72,1,88578,East Peoria,East Peoria 1 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1088,17901013230200200,East Peoria,1,RES1,25800,25800,1,883,4,0.8,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1089,17901013230300700,East Peoria,1,RES1,25920,25920,1,825,4,3.28,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1090,17901013211601500,East Peoria,1,RES1,23055,23056,1,1543,4,0.28,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1091,17901013211601800,East Peoria,1,RES1,240,240,1,1217,7,0.00375,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1092,17901013220403900,East Peoria,2,COM1,215831,215832,1,9893,7,0.58,1,68163,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1093,17901013211700800,East Peoria,1,RES1,25500,25500,1,743,4,0.78,4,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1094,17901013230401800,East Peoria,1,RES1,8333,8334,2,580,7,0.44,4,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1095,17901013230602000,East Peoria,1,RES1,12064,12064,1,469,4,4.12,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1096,17901013230602000,East Peoria,1,RES1,46196,46196,1,1796,4,2.05,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
