OBJECTID_1 *,StructID,StudyCity,Occupancy,OccupancyClass,Cost,ContentCost,NumStories,Area,FoundationType,FirstFloorHt,BuildingType,InventoryCostUSD,Community,PageName,Scenario_Frequency,Dept_in_Struc,BldgDmgPct,ContDmgPct,BldgLossUSD,ContentLossUSD,InventoryLossUSD,Total_Loss,Depth_Grid,InvDmgPct,GridName
1931,17901013230301400,East Peoria,1,RES1,13381,13382,1,397,7,0.54,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1932,17901013211801500,East Peoria,1,RES1,43458,32298,1,1282,4,3.51,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1933,17901013210901900,East Peoria,1,RES1,20838,20838,1,1360,4,1.97,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1934,17901012940103900,East Peoria,2,COM8,684540,684541,1,16210,7,1,4,0,East Peoria,East Peoria 1 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1935,17901013230601100,East Peoria,1,RES1,18152,18152,1,586,4,0.15,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1936,17901013211601400,East Peoria,1,RES1,14726,14726,1,1145,4,3.55,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1937,17901013230600800,East Peoria,1,RES1,27127,27128,1,1532,4,3.05,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1938,17901013330401200,East Peoria,2,COM1,283794,283795,1,6311,7,0.3,4,43483,East Peoria,East Peoria 4 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1939,17901012940600900,East Peoria,2,COM1,306540,306541,1,10395,7,0.45,4,71622,East Peoria,East Peoria 2 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1940,17901013230400300,East Peoria,1,RES1,32880,32880,1,1098,4,2.4,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1941,17901013240102500,East Peoria,1,RES1,29790,29790,1,916,4,2.62,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1942,17901013240103800,East Peoria,1,RES1,53556,53556,2,2029,4,3.28,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1943,17901013211801400,East Peoria,1,RES1,37650,18825,1,1410,4,2.2,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1944,17901013211801100,East Peoria,1,RES1,14579,14580,1,561,4,0.0575,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1945,17901013230401000,East Peoria,1,RES1,26070,26070,1,1647,4,2,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1946,17901013211600700,East Peoria,1,RES1,23340,23340,1,761,4,1.5,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1947,17901013230702200,East Peoria,1,RES1,12975,12976,1,996,4,2.93,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1948,17901013230701300,East Peoria,1,RES1,25440,25440,2,1036,4,2.6,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1949,17901013220600300,East Peoria,2,COM1,1638949,1638950,1,1385,7,0.35,1,9543,East Peoria,East Peoria 4 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1950,17901013230400100,East Peoria,1,RES1,15995,15996,1,692,4,1.9,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1951,17901013230200700,East Peoria,1,RES1,58140,58140,1,993,4,2.24,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1952,17901013211601500,East Peoria,1,RES1,24594,24594,1,1646,4,2.6,4,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1953,17901013230703600,East Peoria,1,RES1,38670,19335,1,1320,4,2.48,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1954,17901013240101900,East Peoria,1,RES1,46470,46470,2,1260,4,2.65,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1955,17901013211701800,East Peoria,1,RES1,27424,27424,2,1113,4,3.25,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1956,17901013240501700,East Peoria,2,COM8,461640,461641,1,7537,7,0.4,1,0,East Peoria,East Peoria 4 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1957,17901013230503000,East Peoria,1,RES1,18240,18240,1,1065,4,3.14,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1958,17901013230502500,East Peoria,2,COM1,223560,223561,1,1860,7,0.42,1,12815,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1959,17901013210500500,East Peoria,1,RES1,29340,29340,1,978,4,3.07,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1960,17901013140400100,East Peoria,3,IND2,105210,105212,2,835,7,2.14,3,7548,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1961,17901013210400600,East Peoria,1,RES3B,105000,105000,2,2139,7,1.39,3,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1962,17901013240103600,East Peoria,1,RES1,23490,23490,1,1026,4,2.59,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1963,17901013331100400,East Peoria,1,RES3B,31170,31170,2,13389,7,2.1,1,0,East Peoria,East Peoria 4 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1964,17901013230500400,East Peoria,1,RES1,47850,23925,1,1302,4,1.93,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1965,17901013230201300,East Peoria,1,RES1,3113,3114,1,246,7,2.34,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1966,17901013211702300,East Peoria,1,RES1,42960,42960,1,1289,4,3.1,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1967,17901013210600700,East Peoria,1,RES1,4710,4710,1,2066,4,0.2,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1968,17901013210400800,East Peoria,1,RES1,42780,42780,1,1559,7,0.45875,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1969,17901013211400900,East Peoria,1,RES1,26670,26670,1,856,4,3.55,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1970,17901012940102600,East Peoria,2,COM8,170044,170045,1,4342,7,0.63,4,0,East Peoria,East Peoria 1 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1971,17901013140400100,East Peoria,3,IND2,2794050,2794052,1,22175,7,0.3,1,200462,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1972,17901013211601900,East Peoria,1,RES1,61260,61260,2,1500,4,2.56,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1973,17901013230701800,East Peoria,1,RES1,30009,30010,1,957,4,3.05,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1974,17901013241400800,East Peoria,2,COM1,3576210,3576211,1,61501,7,0.4,1,423742,East Peoria,East Peoria 4 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1975,17901012930001000,East Peoria,2,COM8,381360,381361,1,8126,7,0.39,1,0,East Peoria,East Peoria 1 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1976,17901013230502400,East Peoria,1,RES1,6060,6060,1,2385,4,1.59,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1977,17901013211500300,East Peoria,1,RES1,19710,19710,1,1221,7,0.15,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1978,17901013211500500,East Peoria,1,RES1,28440,28440,1,1068,4,3.19,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1979,17901013330300200,East Peoria,1,RES1,72720,72720,2,1276,4,3.13,1,0,East Peoria,East Peoria 4 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1980,17901013230200300,East Peoria,1,RES1,68340,68340,2,1265,4,0.23,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1981,17901013211602000,East Peoria,1,RES1,39570,39570,1,1604,4,2.25,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1982,17901013230700200,East Peoria,1,RES1,34590,34590,1,1035,4,2.51,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1983,17901013210600500,East Peoria,1,RES1,21450,21450,1,790,4,1.24,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1984,17901012940500800,East Peoria,3,IND2,3361115,3361116,3,288712,7,5,1,2609956,East Peoria,East Peoria 2 - ACE 4%,ACE 4,-4.9,0,0,0,0,0,0,0.097992,0,DEPTH_ACE4_ILRIVER
1985,17901013330900800,East Peoria,1,RES3A,372918,372918,2,2805,7,0.59,1,0,East Peoria,East Peoria 4 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1986,17901013330200100,East Peoria,2,COM8,438720,438721,1,2738,7,0.51,1,0,East Peoria,East Peoria 4 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1987,17901013230502600,East Peoria,1,RES1,30690,30690,1,874,4,3.36,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1988,17901013230402300,East Peoria,1,RES1,28620,28620,1,974,4,0.41,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1989,17901013230300900,East Peoria,1,RES1,34410,34410,1,1233,4,3.15,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1990,17901013230301300,East Peoria,1,RES1,11775,11776,1,796,4,2.18,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1991,17901013211001300,East Peoria,1,RES1,28740,28740,1,1200,4,2.27,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1992,17901013330300300,East Peoria,1,RES1,63510,63510,2,1068,4,2.95,1,0,East Peoria,East Peoria 4 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1993,17901013230502300,East Peoria,1,RES1,7430,7430,1,743,4,2.89,4,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1994,17901013230000400,East Peoria,1,RES1,43440,43440,1,1272,4,3.3,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1995,17901013211602100,East Peoria,1,RES1,23054,23054,1,958,7,0.205,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1996,17901013211700600,East Peoria,1,RES1,38130,38130,2,1321,4,1.48,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1997,17901013230702700,East Peoria,1,RES1,48150,48150,1,1635,4,2.08,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1998,17901013211800200,East Peoria,1,RES1,53400,26700,2,1061,4,3.41,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
1999,17901013230402700,East Peoria,1,RES1,41490,41490,1,1122,4,1.65,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2000,17901013230601100,East Peoria,1,RES1,13319,13320,1,430,7,0.18,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2001,17901013230500700,East Peoria,1,RES1,23130,23130,1,806,4,2.92,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2002,17901013230100300,East Peoria,1,RES1,59640,59640,1,2349,4,3.15,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2003,17901013230702800,East Peoria,1,RES1,11520,11520,1,1496,4,2.65,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2004,17901013211701900,East Peoria,1,RES1,54120,54120,1,1410,4,2.12,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2005,17901013220401500,East Peoria,2,COM1,58410,58411,1,1973,7,1.69,4,13594,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2006,17901013210901800,East Peoria,1,RES1,6990,6990,2,1200,4,5.7,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2007,17901013330700700,East Peoria,1,RES1,12660,12660,1,749,7,0.63875,1,0,East Peoria,East Peoria 4 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2008,17901013230500900,East Peoria,1,RES1,30420,30420,1,1312,4,2.9,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2009,17901013211500400,East Peoria,1,RES1,20750,20750,1,1086,4,1.27,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2010,17901013220403900,East Peoria,2,COM1,185855,185856,1,8519,7,0.58,1,58696,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2011,17901013211401300,East Peoria,1,RES1,18900,18900,1,671,4,2.15,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2012,17901013210902000,East Peoria,1,RES1,19080,19080,1,1222,4,2.97,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2013,17901012920102300,East Peoria,2,COM8,471450,471451,1,7889,7,0.88,1,0,East Peoria,East Peoria 1 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2014,17901013140400100,East Peoria,3,IND2,913248,913250,1,7248,7,2.45,1,65522,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2015,17901013211402000,East Peoria,1,RES1,43140,43140,1,691,4,2.17,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2016,17901013230201200,East Peoria,1,RES1,50220,50220,1,1446,4,2.92,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2017,17901012940500200,East Peoria,3,IND4,335593,335594,1,1771,7,0.5,1,34853,East Peoria,East Peoria 2 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2018,17901013140101500,East Peoria,3,IND2,9630,9632,1,3693,7,0.6,1,33385,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2019,17901013230702600,East Peoria,1,RES1,8340,8340,2,1444,4,3.3,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2020,17901013230700700,East Peoria,1,RES1,37620,37620,2,1535,4,2.33,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2021,17901013230600800,East Peoria,1,RES1,13103,13104,1,740,4,2.89,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2022,17901013230301200,East Peoria,1,RES1,51188,51188,2,1274,4,3.48,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2023,17901013211401100,East Peoria,1,RES1,19860,19860,1,804,4,0.74,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2024,17901013310001000,East Peoria,3,IND2,360870,360872,1,44227,7,3.71,1,399812,East Peoria,East Peoria 4 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2025,17901012840000900,East Peoria,2,COM8,3019542,3019543,2,65000,7,1.14,1,0,East Peoria,East Peoria 2 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2026,17901012940600600,East Peoria,2,COM1,930240,930241,1,24844,7,0.27,3,171175,East Peoria,East Peoria 2 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2027,17901013230200100,East Peoria,1,RES1,33664,33664,2,690,4,0.55,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2028,17901013211601400,East Peoria,1,RES1,8836,8836,1,687,4,3.13,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2029,17901013211601700,East Peoria,1,RES1,53460,53460,1,1001,4,2.83,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2030,17901013230201000,East Peoria,1,RES1,28740,28740,2,1008,4,3.87,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2031,17901013211801100,East Peoria,1,RES1,28093,28094,1,1081,4,3.18,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2032,17901013211600200,East Peoria,1,RES1,28680,28680,1,994,4,3.22,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2033,17901013310002600,East Peoria,2,COM1,72163,72164,1,1194,7,0.98,1,8227,East Peoria,East Peoria 4 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2034,17901012940601200,East Peoria,2,COM8,2275710,2275711,1,8780,7,0.5,1,0,East Peoria,East Peoria 2 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2035,17901013230703300,East Peoria,1,RES1,6849,6850,1,903,4,0.2,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2036,17901013230702100,East Peoria,1,RES1,54720,54720,1,1545,4,3.49,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2037,17901013240000600,East Peoria,1,RES1,47610,47610,1,1185,7,2.3,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2038,17901013230501500,East Peoria,1,RES1,37171,37172,1,1026,4,3.93,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2039,17901013211600800,East Peoria,1,RES1,30030,30030,1,680,4,2.72,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2040,17901013240300300,East Peoria,2,COM4,54549,54550,1,13191,7,0.51,1,0,East Peoria,East Peoria 4 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2041,17901013240103300,East Peoria,1,RES1,30900,30900,2,1496,4,1.66,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2042,17901013330201400,East Peoria,1,RES3D,795390,795390,3,6492,4,0.39,1,0,East Peoria,East Peoria 4 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2043,17901013310700500,East Peoria,1,RES4,2897550,2897550,4,15687,4,0.21,1,0,East Peoria,East Peoria 4 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2044,17901012920102600,East Peoria,2,COM8,272111,272112,1,3249,7,0.65,4,0,East Peoria,East Peoria 1 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2045,17901013230100800,East Peoria,1,RES1,43320,43320,1,1454,4,2.77,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2046,17901013230701800,East Peoria,1,RES1,33991,33992,1,1084,4,2.62,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2047,17901013320000300,East Peoria,3,IND2,354491,354492,1,5078,7,0.28,1,45905,East Peoria,East Peoria 4 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2048,17901013230501800,East Peoria,1,RES1,11910,5955,1,1216,4,0.85,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2049,17901013230400100,East Peoria,1,RES1,18722,18722,1,810,4,2,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2050,17901013230101200,East Peoria,1,RES1,24930,24930,1,651,4,2.3,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2051,17901013210401100,East Peoria,1,RES1,13890,13890,1,772,5,2,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2052,17901013230601900,East Peoria,1,RES1,37470,18735,1,1057,4,2.36,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2053,17901013230301400,East Peoria,1,RES1,20729,20730,1,615,7,1.35,1,0,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2054,17901012920101800,East Peoria,2,COM1,26352720,26352721,2,117871,7,0.95,1,812131,East Peoria,East Peoria 1 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2055,17901013330300500,East Peoria,1,RES1,53220,53220,2,1124,4,2.79,1,0,East Peoria,East Peoria 4 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2056,17901013310201200,East Peoria,2,COM8,607710,607711,1,4930,7,0.5,1,0,East Peoria,East Peoria 4 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2057,17901013140400200,East Peoria,3,IND2,981,1472,1,241,7,0.8,4,2179,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2058,17901013210300400,East Peoria,3,IND2,28908,43362,2,4281,7,0.15,4,38700,East Peoria,East Peoria 1 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2059,17901013120000100,East Peoria,3,IND2,3884,5826,1,729,7,0.66,4,6590,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2060,17901013120000100,East Peoria,3,IND2,2883,4324,1,541,7,0.67,4,4891,East Peoria,East Peoria 3 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
2061,17901013120000100,East Peoria,2,COM4,31863,31863,1,5980,7,0.3,4,0,East Peoria,East Peoria 1 - ACE 4%,ACE 4,,0,0,0,0,0,0,,0,DEPTH_ACE4_ILRIVER
